"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Dec 14 11:42:08 BDT 2022","Wed Dec 14 11:42:09 BDT 2022","1108","","Test Case 23: Verify address details in checkout page","","","","Verify 'ACCOUNT CREATED!' and click 'Continue' button",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","7","","Test Case 16: Place Order: Login before Checkout","","",""," Enter payment details: Name on Card, Card Number, CVC, Expiration date",""
"failed","Wed Dec 14 11:40:18 BDT 2022","Wed Dec 14 11:40:19 BDT 2022","1064","","Test Case 1: Register User","","","","Select checkbox 'Receive special offers from our partners!'",""
"passed","Wed Dec 14 11:44:59 BDT 2022","Wed Dec 14 11:45:07 BDT 2022","7917",""," Test Case 9: Search Product ","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:39:56 BDT 2022","Wed Dec 14 11:39:56 BDT 2022","137","","Test Case 19: View & Cart Brand Products","","","","Verify that Brands are visible on left side bar",""
"passed","Wed Dec 14 11:45:07 BDT 2022","Wed Dec 14 11:45:08 BDT 2022","861",""," Test Case 9: Search Product ","","","","Verify that home page is visible successfully ",""
"passed","Wed Dec 14 11:37:39 BDT 2022","Wed Dec 14 11:37:40 BDT 2022","16",""," Test Case 10: Verify Subscription in home page ","","","","Scroll down to footer",""
"passed","Wed Dec 14 11:37:52 BDT 2022","Wed Dec 14 11:37:52 BDT 2022","20",""," Test Case 11: Verify Subscription in Cart page ","","","","Verify text 'SUBSCRIPTION' ",""
"passed","Wed Dec 14 11:38:21 BDT 2022","Wed Dec 14 11:38:21 BDT 2022","31",""," Test Case 12: Add Products in Cart ","","","","TC - 11. Verify their prices, quantity and total price",""
"passed","Wed Dec 14 11:38:11 BDT 2022","Wed Dec 14 11:38:17 BDT 2022","6092",""," Test Case 12: Add Products in Cart ","","","","Verify user is navigated to ALL PRODUCTS page successfully ",""
"passed","Wed Dec 14 11:42:41 BDT 2022","Wed Dec 14 11:42:41 BDT 2022","20","","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality","","","","Verify 'SUBSCRIPTION' is visible",""
"passed","Wed Dec 14 11:41:27 BDT 2022","Wed Dec 14 11:41:27 BDT 2022","31","","Test Case 21: Add review on product","","","","Verify 'Write Your Review' is visible",""
"passed","Wed Dec 14 11:43:51 BDT 2022","Wed Dec 14 11:43:51 BDT 2022","26","","Test Case 4: Logout User","","","","Verify 'Login to your account' is visible",""
"passed","Wed Dec 14 11:42:50 BDT 2022","Wed Dec 14 11:42:50 BDT 2022","13","","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","","","","TC - 4. Scroll down page to bottom",""
"passed","Wed Dec 14 11:43:14 BDT 2022","Wed Dec 14 11:43:14 BDT 2022","6","","Test Case 2: Login User with correct email and password","","","","Click 'Delete Account' button",""
"passed","Wed Dec 14 11:39:31 BDT 2022","Wed Dec 14 11:39:31 BDT 2022","90","","Test Case 17: Remove Products From Cart","","",""," Click 'X' button corresponding to particular product",""
"failed","Wed Dec 14 11:40:15 BDT 2022","Wed Dec 14 11:40:16 BDT 2022","1082","","Test Case 1: Register User","","","","Fill details: Title, Name, Email, Password, Date of birth ",""
"passed","Wed Dec 14 11:38:58 BDT 2022","Wed Dec 14 11:39:00 BDT 2022","2036",""," Test Case 14: Place Order: Register while Checkout ","","","","Verify that 'Logged in as username' is visible",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","4",""," Test Case 15: Place Order: Register before Checkout ","","","","Click 'Cart' button",""
"passed","Wed Dec 14 11:43:49 BDT 2022","Wed Dec 14 11:43:49 BDT 2022","878","","Test Case 4: Logout User","","","","Verify that home page is visible successfully",""
"passed","Wed Dec 14 11:43:01 BDT 2022","Wed Dec 14 11:43:02 BDT 2022","868","","Test Case 2: Login User with correct email and password","","","","Verify that home page is visible successfully",""
"passed","Wed Dec 14 11:39:02 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","8359",""," Test Case 15: Place Order: Register before Checkout ","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:38:50 BDT 2022","Wed Dec 14 11:38:51 BDT 2022","765",""," Test Case 14: Place Order: Register while Checkout ","","","","Enter correct email address and password",""
"passed","Wed Dec 14 11:37:40 BDT 2022","Wed Dec 14 11:37:40 BDT 2022","101",""," Test Case 10: Verify Subscription in home page ","","","","Verify success message 'You have been successfully subscribed!' is visible ",""
"passed","Wed Dec 14 11:39:21 BDT 2022","Wed Dec 14 11:39:29 BDT 2022","7964","","Test Case 17: Remove Products From Cart","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:38:04 BDT 2022","Wed Dec 14 11:38:11 BDT 2022","6650",""," Test Case 12: Add Products in Cart ","","","","Click on 'Products' button ",""
"passed","Wed Dec 14 11:45:08 BDT 2022","Wed Dec 14 11:45:15 BDT 2022","6415",""," Test Case 9: Search Product ","","","","Click on 'Products' button ",""
"passed","Wed Dec 14 11:39:01 BDT 2022","Wed Dec 14 11:39:01 BDT 2022","121",""," Test Case 14: Place Order: Register while Checkout ","","","","Click 'Proceed To Checkout' button ",""
"passed","Wed Dec 14 11:42:41 BDT 2022","Wed Dec 14 11:42:41 BDT 2022","21","","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality","","","","Verify that page is scrolled up and 'Full-Fledged practice website fTC - or Automation Engineers' text is visible on screen",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","7",""," Test Case 15: Place Order: Register before Checkout ","","","","Verify 'ACCOUNT CREATED!' and click 'Continue' button",""
"passed","Wed Dec 14 11:39:01 BDT 2022","Wed Dec 14 11:39:01 BDT 2022","8",""," Test Case 14: Place Order: Register while Checkout ","","","","Enter payment details: Name on Card, Card Number, CVC, Expiration date ",""
"passed","Wed Dec 14 11:43:02 BDT 2022","Wed Dec 14 11:43:03 BDT 2022","1196","","Test Case 2: Login User with correct email and password","","","","Click on 'Signup / Login' button",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","3",""," Test Case 15: Place Order: Register before Checkout ","","",""," Verify Address Details and Review Your Order",""
"passed","Wed Dec 14 11:37:52 BDT 2022","Wed Dec 14 11:37:52 BDT 2022","109",""," Test Case 11: Verify Subscription in Cart page ","","","","Verify success message 'You have been successfully subscribed!' is visible ",""
"passed","Wed Dec 14 11:39:41 BDT 2022","Wed Dec 14 11:39:41 BDT 2022","23","","Test Case 18: View Category Products","","",""," Verify that category page is displayed and confirm text 'WOMEN - TOPS PRODUCTS'",""
"passed","Wed Dec 14 11:41:16 BDT 2022","Wed Dec 14 11:41:25 BDT 2022","8637","","Test Case 21: Add review on product","","","","Click on 'Products' button",""
"passed","Wed Dec 14 11:42:30 BDT 2022","Wed Dec 14 11:42:30 BDT 2022","6","","Test Case 24: Download Invoice after purchase order","","","","Click 'Continue' button",""
"passed","Wed Dec 14 11:38:37 BDT 2022","Wed Dec 14 11:38:37 BDT 2022","25",""," Test Case 13: Verify Product quantity in Cart ","","","","Verify that product is displayed in cart page with exact quantity ",""
"passed","Wed Dec 14 11:39:31 BDT 2022","Wed Dec 14 11:39:31 BDT 2022","222","","Test Case 17: Remove Products From Cart","","",""," Verify that product is removed from the cart",""
"passed","Wed Dec 14 11:37:41 BDT 2022","Wed Dec 14 11:37:50 BDT 2022","8571",""," Test Case 11: Verify Subscription in Cart page ","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","5","","Test Case 16: Place Order: Login before Checkout","","","","Verify that cart page is displayed",""
"passed","Wed Dec 14 11:43:29 BDT 2022","Wed Dec 14 11:43:30 BDT 2022","1471","","Test Case 3: Login User with incorrect email and password","","","","Verify that home page is visible successfully",""
"passed","Wed Dec 14 11:43:32 BDT 2022","Wed Dec 14 11:43:32 BDT 2022","23","","Test Case 3: Login User with incorrect email and password","","","","Verify 'Login to your account' is visible",""
"passed","Wed Dec 14 11:40:29 BDT 2022","Wed Dec 14 11:40:38 BDT 2022","8677","","Test Case 20: Search Products and Verify Cart After Login","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:40:47 BDT 2022","Wed Dec 14 11:40:47 BDT 2022","11","","Test Case 20: Search Products and Verify Cart After Login","","","","Verify all the products related to search are visible",""
"passed","Wed Dec 14 11:41:25 BDT 2022","Wed Dec 14 11:41:27 BDT 2022","1671","","Test Case 21: Add review on product","","","","Click on 'View Product' button",""
"passed","Wed Dec 14 11:42:30 BDT 2022","Wed Dec 14 11:42:30 BDT 2022","11","","Test Case 24: Download Invoice after purchase order","","","","Click 'Proceed To Checkout' button",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","8","","Test Case 16: Place Order: Login before Checkout","","","","Click 'Signup / Login' button",""
"passed","Wed Dec 14 11:44:49 BDT 2022","Wed Dec 14 11:44:50 BDT 2022","849",""," Test Case 8: Verify All Products and product detail page ","","","","Verify that home page is visible successfully ",""
"passed","Wed Dec 14 11:44:58 BDT 2022","Wed Dec 14 11:44:58 BDT 2022","27",""," Test Case 8: Verify All Products and product detail page ","","","","User is landed to product detail page ",""
"passed","Wed Dec 14 11:37:40 BDT 2022","Wed Dec 14 11:37:40 BDT 2022","375",""," Test Case 10: Verify Subscription in home page ","","","","Enter email address in input and click arrow button ",""
"passed","Wed Dec 14 11:38:47 BDT 2022","Wed Dec 14 11:38:48 BDT 2022","870",""," Test Case 14: Place Order: Register while Checkout ","","","","Verify that home page is visible successfully ",""
"passed","Wed Dec 14 11:37:53 BDT 2022","Wed Dec 14 11:38:03 BDT 2022","9909",""," Test Case 12: Add Products in Cart ","","","","TC - 2. Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:42:42 BDT 2022","Wed Dec 14 11:42:50 BDT 2022","7465","","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","","","","TC - 2. Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:44:37 BDT 2022","Wed Dec 14 11:44:39 BDT 2022","2846",""," Test Case 7: Verify Test Cases Page ","","","","Verify user is navigated to test cases page successfully",""
"passed","Wed Dec 14 11:42:10 BDT 2022","Wed Dec 14 11:42:10 BDT 2022","11","","Test Case 23: Verify address details in checkout page","","","","Verify that the billing address is same address filled at the time registration of account",""
"passed","Wed Dec 14 11:39:41 BDT 2022","Wed Dec 14 11:39:41 BDT 2022","5","","Test Case 18: View Category Products","","",""," On left side bar, click on any sub-category link of 'Men' category",""
"passed","Wed Dec 14 11:45:15 BDT 2022","Wed Dec 14 11:45:15 BDT 2022","39",""," Test Case 9: Search Product ","","","","The products list is visible ",""
"passed","Wed Dec 14 11:44:17 BDT 2022","Wed Dec 14 11:44:17 BDT 2022","25","","Test Case 5: Register User with existing email","","","","Verify 'New User Signup!' is visible ",""
"passed","Wed Dec 14 11:38:50 BDT 2022","Wed Dec 14 11:38:50 BDT 2022","564",""," Test Case 14: Place Order: Register while Checkout ","","","","Click 'Register / Login' button  ",""
"passed","Wed Dec 14 11:42:30 BDT 2022","Wed Dec 14 11:42:30 BDT 2022","14","","Test Case 24: Download Invoice after purchase order","","","","Verify 'ACCOUNT DELETED!' and click 'Continue' button",""
"passed","Wed Dec 14 11:37:39 BDT 2022","Wed Dec 14 11:37:39 BDT 2022","882",""," Test Case 10: Verify Subscription in home page ","","","","Verify that home page is visible successfully ",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","8",""," Test Case 15: Place Order: Register before Checkout ","","","","Add products to cart",""
"passed","Wed Dec 14 11:38:30 BDT 2022","Wed Dec 14 11:38:31 BDT 2022","890",""," Test Case 13: Verify Product quantity in Cart ","","","","Verify that home page is visible successfully ",""
"passed","Wed Dec 14 11:44:03 BDT 2022","Wed Dec 14 11:44:04 BDT 2022","962","","Test Case 4: Logout User","","","","Click 'Logout' button ",""
"passed","Wed Dec 14 11:42:10 BDT 2022","Wed Dec 14 11:42:10 BDT 2022","14","","Test Case 23: Verify address details in checkout page","","","","Verify that cart page is displayed",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","6","","Test Case 16: Place Order: Login before Checkout","","",""," Verify success message 'Your order has been placed successfully!'",""
"passed","Wed Dec 14 11:42:41 BDT 2022","Wed Dec 14 11:42:41 BDT 2022","9","","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality","","","","Scroll down page to bottom",""
"passed","Wed Dec 14 11:43:33 BDT 2022","Wed Dec 14 11:43:35 BDT 2022","2026","","Test Case 3: Login User with incorrect email and password","","","","Verify error 'Your email or password is incorrect!' is visible",""
"passed","Wed Dec 14 11:40:51 BDT 2022","Wed Dec 14 11:40:53 BDT 2022","1305","","Test Case 20: Search Products and Verify Cart After Login","","","","Click 'Signup / Login' button and submit login details",""
"passed","Wed Dec 14 11:44:34 BDT 2022","Wed Dec 14 11:44:35 BDT 2022","850",""," Test Case 7: Verify Test Cases Page ","","","","Verify that home page is visible successfully",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","6","","Test Case 16: Place Order: Login before Checkout","","",""," Click Proceed To Checkout",""
"passed","Wed Dec 14 11:38:38 BDT 2022","Wed Dec 14 11:38:47 BDT 2022","8353",""," Test Case 14: Place Order: Register while Checkout ","","","","Navigate to url 'http://automationexercise.com'",""
"failed","Wed Dec 14 11:40:20 BDT 2022","Wed Dec 14 11:40:21 BDT 2022","1086","","Test Case 1: Register User","","","","Click 'Create Account button' ",""
"passed","Wed Dec 14 11:40:47 BDT 2022","Wed Dec 14 11:40:47 BDT 2022","27","","Test Case 20: Search Products and Verify Cart After Login","","","","Verify 'SEARCHED PRODUCTS' is visible",""
"passed","Wed Dec 14 11:43:30 BDT 2022","Wed Dec 14 11:43:32 BDT 2022","1254","","Test Case 3: Login User with incorrect email and password","","","","Click on 'Signup / Login' button",""
"failed","Wed Dec 14 11:39:40 BDT 2022","Wed Dec 14 11:39:41 BDT 2022","177","","Test Case 18: View Category Products","","","","Click on any category link under 'Women' category, for example: Dress",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","4","","Test Case 16: Place Order: Login before Checkout","","",""," Enter description in comment text area and click 'Place Order'",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","31",""," Test Case 15: Place Order: Register before Checkout ","","","","Verify that home page is visible successfully",""
"passed","Wed Dec 14 11:39:01 BDT 2022","Wed Dec 14 11:39:01 BDT 2022","6",""," Test Case 14: Place Order: Register while Checkout ","","","","Enter description in comment text area and click 'Place Order' ",""
"passed","Wed Dec 14 11:41:48 BDT 2022","Wed Dec 14 11:41:49 BDT 2022","879","","Test Case 22: Add to cart from Recommended items","","","","Verify that product is displayed in cart page",""
"passed","Wed Dec 14 11:41:25 BDT 2022","Wed Dec 14 11:41:25 BDT 2022","350","","Test Case 21: Add review on product","","","","Verify user is navigated to ALL PRODUCTS page successfully",""
"passed","Wed Dec 14 11:40:45 BDT 2022","Wed Dec 14 11:40:47 BDT 2022","1993","","Test Case 20: Search Products and Verify Cart After Login","","","","Enter product name in search input and click search button",""
"passed","Wed Dec 14 11:38:35 BDT 2022","Wed Dec 14 11:38:35 BDT 2022","94",""," Test Case 13: Verify Product quantity in Cart ","","","","Click 'Add to cart' button ",""
"passed","Wed Dec 14 11:41:45 BDT 2022","Wed Dec 14 11:41:48 BDT 2022","3005","","Test Case 22: Add to cart from Recommended items","","","","Click on 'View Cart' button",""
"passed","Wed Dec 14 11:39:58 BDT 2022","Wed Dec 14 11:39:59 BDT 2022","383","","Test Case 19: View & Cart Brand Products","","","","Verify that user is navigated to brand page and brand products are displayed",""
"passed","Wed Dec 14 11:39:12 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","7829","","Test Case 16: Place Order: Login before Checkout","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","7",""," Test Case 15: Place Order: Register before Checkout ","","",""," Enter payment details: Name on Card, Card Number, CVC, Expiration date",""
"passed","Wed Dec 14 11:39:29 BDT 2022","Wed Dec 14 11:39:31 BDT 2022","1612","","Test Case 17: Remove Products From Cart","","","","Product Add products to cart",""
"passed","Wed Dec 14 11:42:30 BDT 2022","Wed Dec 14 11:42:30 BDT 2022","7","","Test Case 24: Download Invoice after purchase order","","","","Enter description in comment text area and click 'Place Order'",""
"passed","Wed Dec 14 11:44:19 BDT 2022","Wed Dec 14 11:44:20 BDT 2022","23","","Test Case 5: Register User with existing email","","",""," Verify error 'Email Address already exist!' is visible ",""
"passed","Wed Dec 14 11:38:19 BDT 2022","Wed Dec 14 11:38:21 BDT 2022","1738",""," Test Case 12: Add Products in Cart ","","","","Click 'View Cart' button ",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","32","","Test Case 16: Place Order: Login before Checkout","","","","Verify that home page is visible successfully",""
"passed","Wed Dec 14 11:38:33 BDT 2022","Wed Dec 14 11:38:33 BDT 2022","28",""," Test Case 13: Verify Product quantity in Cart ","","","","Verify product detail is opened ",""
"passed","Wed Dec 14 11:39:01 BDT 2022","Wed Dec 14 11:39:01 BDT 2022","7",""," Test Case 14: Place Order: Register while Checkout ","","","","Click 'Pay and Confirm Order' button ",""
"failed","Wed Dec 14 11:40:16 BDT 2022","Wed Dec 14 11:40:18 BDT 2022","1108","","Test Case 1: Register User","","","","Select checkbox 'Sign up for our newsletter!'",""
"passed","Wed Dec 14 11:43:15 BDT 2022","Wed Dec 14 11:43:29 BDT 2022","13776","","Test Case 3: Login User with incorrect email and password","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:42:51 BDT 2022","Wed Dec 14 11:43:01 BDT 2022","10278","","Test Case 2: Login User with correct email and password","","","","Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:43:03 BDT 2022","Wed Dec 14 11:43:03 BDT 2022","26","","Test Case 2: Login User with correct email and password","","","","Verify 'Login to your account' is visible",""
"passed","Wed Dec 14 11:39:32 BDT 2022","Wed Dec 14 11:39:40 BDT 2022","7808","","Test Case 18: View Category Products","","",""," Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:39:20 BDT 2022","Wed Dec 14 11:39:20 BDT 2022","3","","Test Case 16: Place Order: Login before Checkout","","",""," Verify Address Details and Review Your Order",""
"passed","Wed Dec 14 11:42:01 BDT 2022","Wed Dec 14 11:42:02 BDT 2022","876","","Test Case 23: Verify address details in checkout page","","","","Verify that home page is visible successfully",""
"passed","Wed Dec 14 11:42:31 BDT 2022","Wed Dec 14 11:42:41 BDT 2022","9793","","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality","","","","TC - 2. Navigate to url 'http://automationexercise.com'",""
"passed","Wed Dec 14 11:42:10 BDT 2022","Wed Dec 14 11:42:10 BDT 2022","8","","Test Case 23: Verify address details in checkout page","","","","Click Proceed To Checkout",""
"passed","Wed Dec 14 11:40:53 BDT 2022","Wed Dec 14 11:40:54 BDT 2022","969","","Test Case 20: Search Products and Verify Cart After Login","","","","Again, go to Cart page",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","5",""," Test Case 15: Place Order: Register before Checkout ","","","","Fill all details in Signup and create account",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","4",""," Test Case 15: Place Order: Register before Checkout ","","",""," Verify that cart page is displayed",""
"passed","Wed Dec 14 11:39:56 BDT 2022","Wed Dec 14 11:39:58 BDT 2022","2541","","Test Case 19: View & Cart Brand Products","","",""," Click on any brand name",""
"passed","Wed Dec 14 11:39:01 BDT 2022","Wed Dec 14 11:39:01 BDT 2022","4",""," Test Case 14: Place Order: Register while Checkout ","","","","Verify success message 'Your order has been placed successfully!' ",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","3",""," Test Case 15: Place Order: Register before Checkout ","","",""," Verify success message 'Your order has been placed successfully!'",""
"passed","Wed Dec 14 11:44:57 BDT 2022","Wed Dec 14 11:44:58 BDT 2022","1756",""," Test Case 8: Verify All Products and product detail page ","","","","Click on 'View Product' of first product",""
"failed","Wed Dec 14 11:42:09 BDT 2022","Wed Dec 14 11:42:10 BDT 2022","1061","","Test Case 23: Verify address details in checkout page","","","","Verify ' Logged in as username' at top",""
"passed","Wed Dec 14 11:43:04 BDT 2022","Wed Dec 14 11:43:12 BDT 2022","7802","","Test Case 2: Login User with correct email and password","","","","Click 'login' button",""
"failed","Wed Dec 14 11:42:29 BDT 2022","Wed Dec 14 11:42:30 BDT 2022","1105","","Test Case 24: Download Invoice after purchase order","","","","Verify ' Logged in as username' at top",""
"passed","Wed Dec 14 11:39:11 BDT 2022","Wed Dec 14 11:39:11 BDT 2022","9",""," Test Case 15: Place Order: Register before Checkout ","","","","Click 'Signup / Login' button",""
"passed","Wed Dec 14 11:39:29 BDT 2022","Wed Dec 14 11:39:29 BDT 2022","850","","Test Case 17: Remove Products From Cart","","","","Verify that home page is visible successfully ",""
